id,master_entity_id,entity_type,source_system,source_database,source_table,source_record_id,match_score,created_at
20311,INST_0044,institution,mysql,aicte_institutes,institutes,43,1.0,2026-08-17 10:10:55.164917+00:00
20312,INST_0045,institution,mysql,aicte_institutes,institutes,44,1.0,2026-08-17 10:10:55.164917+00:00
20313,INST_0046,institution,mysql,aicte_institutes,institutes,45,1.0,2026-08-17 10:10:55.164917+00:00
20314,INST_0047,institution,mysql,aicte_institutes,institutes,46,1.0,2026-08-17 10:10:55.164917+00:00
20315,INST_0048,institution,mysql,aicte_institutes,institutes,47,1.0,2026-08-17 10:10:55.164917+00:00
20316,INST_0049,institution,mysql,aicte_institutes,institutes,48,1.0,2026-08-17 10:10:55.164917+00:00
20317,INST_0050,institution,mysql,aicte_institutes,institutes,49,1.0,2026-08-17 10:10:55.164917+00:00
20318,INST_0051,institution,mysql,aicte_institutes,institutes,50,1.0,2026-08-17 10:10:55.164917+00:00
20319,INST_0052,institution,mysql,aicte_institutes,institutes,51,1.0,2026-08-17 10:10:55.164917+00:00
20320,INST_0053,institution,mysql,aicte_institutes,institutes,53,1.0,2026-08-17 10:10:55.164917+00:00
20321,INST_0054,institution,mysql,aicte_institutes,institutes,54,1.0,2026-08-17 10:10:55.164917+00:00
20322,INST_0055,institution,mysql,aicte_institutes,institutes,55,1.0,2026-08-17 10:10:55.164917+00:00
20323,INST_0056,institution,mysql,aicte_institutes,institutes,56,1.0,2026-08-17 10:10:55.164917+00:00
20324,INST_0057,institution,mysql,aicte_institutes,institutes,57,1.0,2026-08-17 10:10:55.164917+00:00
20325,INST_0058,institution,mysql,aicte_institutes,institutes,58,1.0,2026-08-17 10:10:55.164917+00:00
20326,INST_0059,institution,mysql,aicte_institutes,institutes,59,1.0,2026-08-17 10:10:55.164917+00:00
20327,INST_0060,institution,mysql,aicte_institutes,institutes,60,1.0,2026-08-17 10:10:55.164917+00:00
20328,INST_0061,institution,mysql,aicte_institutes,institutes,61,1.0,2026-08-17 10:10:55.164917+00:00
20329,INST_0062,institution,mysql,aicte_institutes,institutes,62,1.0,2026-08-17 10:10:55.164917+00:00
20330,INST_0063,institution,mysql,aicte_institutes,institutes,63,1.0,2026-08-17 10:10:55.164917+00:00
20331,INST_0064,institution,mysql,aicte_institutes,institutes,64,1.0,2026-08-17 10:10:55.164917+00:00
20332,INST_0065,institution,mysql,aicte_institutes,institutes,65,1.0,2026-08-17 10:10:55.164917+00:00
20333,INST_0066,institution,mysql,aicte_institutes,institutes,66,1.0,2026-08-17 10:10:55.164917+00:00
20334,INST_0067,institution,mysql,aicte_institutes,institutes,67,1.0,2026-08-17 10:10:55.164917+00:00
20335,INST_0068,institution,mysql,aicte_institutes,institutes,68,1.0,2026-08-17 10:10:55.164917+00:00
20336,INST_0069,institution,mysql,aicte_institutes,institutes,69,1.0,2026-08-17 10:10:55.164917+00:00
20337,INST_0070,institution,mysql,aicte_institutes,institutes,70,1.0,2026-08-17 10:10:55.164917+00:00
20338,INST_0071,institution,mysql,aicte_institutes,institutes,71,1.0,2026-08-17 10:10:55.164917+00:00
20339,INST_0072,institution,mysql,aicte_institutes,institutes,72,1.0,2026-08-17 10:10:55.164917+00:00
20340,INST_0073,institution,mysql,aicte_institutes,institutes,73,1.0,2026-08-17 10:10:55.164917+00:00
20341,INST_0074,institution,mysql,aicte_institutes,institutes,74,1.0,2026-08-17 10:10:55.164917+00:00
20342,INST_0075,institution,mysql,aicte_institutes,institutes,75,1.0,2026-08-17 10:10:55.164917+00:00
20343,INST_0076,institution,mysql,aicte_institutes,institutes,76,1.0,2026-08-17 10:10:55.164917+00:00
20344,INST_0077,institution,mysql,aicte_institutes,institutes,77,1.0,2026-08-17 10:10:55.164917+00:00
20345,INST_0078,institution,mysql,aicte_institutes,institutes,78,1.0,2026-08-17 10:10:55.164917+00:00
20346,INST_0079,institution,mysql,aicte_institutes,institutes,79,1.0,2026-08-17 10:10:55.164917+00:00
20347,INST_0080,institution,mysql,aicte_institutes,institutes,80,1.0,2026-08-17 10:10:55.164917+00:00
20348,INST_0081,institution,mysql,aicte_institutes,institutes,81,1.0,2026-08-17 10:10:55.164917+00:00
20349,INST_0082,institution,mysql,aicte_institutes,institutes,82,1.0,2026-08-17 10:10:55.164917+00:00
20350,INST_0083,institution,mysql,aicte_institutes,institutes,83,1.0,2026-08-17 10:10:55.164917+00:00
20351,INST_0084,institution,mysql,aicte_institutes,institutes,84,1.0,2026-08-17 10:10:55.164917+00:00
20352,INST_0085,institution,mysql,aicte_institutes,institutes,85,1.0,2026-08-17 10:10:55.164917+00:00
20353,INST_0086,institution,mysql,aicte_institutes,institutes,86,1.0,2026-08-17 10:10:55.164917+00:00
20354,INST_0087,institution,mysql,aicte_institutes,institutes,87,1.0,2026-08-17 10:10:55.164917+00:00
20355,INST_0088,institution,mysql,aicte_institutes,institutes,88,1.0,2026-08-17 10:10:55.164917+00:00
20356,INST_0089,institution,mysql,aicte_institutes,institutes,89,1.0,2026-08-17 10:10:55.164917+00:00
20357,INST_0090,institution,mysql,aicte_institutes,institutes,90,1.0,2026-08-17 10:10:55.164917+00:00
20358,INST_0091,institution,mysql,aicte_institutes,institutes,91,1.0,2026-08-17 10:10:55.164917+00:00
20359,INST_0092,institution,mysql,aicte_institutes,institutes,92,1.0,2026-08-17 10:10:55.164917+00:00
20360,INST_0093,institution,mysql,aicte_institutes,institutes,93,1.0,2026-08-17 10:10:55.164917+00:00
20361,INST_0094,institution,mysql,aicte_institutes,institutes,94,1.0,2026-08-17 10:10:55.164917+00:00
20362,INST_0095,institution,mysql,aicte_institutes,institutes,95,1.0,2026-08-17 10:10:55.164917+00:00
20363,INST_0096,institution,mysql,aicte_institutes,institutes,96,1.0,2026-08-17 10:10:55.164917+00:00
20364,INST_0097,institution,mysql,aicte_institutes,institutes,97,1.0,2026-08-17 10:10:55.164917+00:00
20365,INST_0098,institution,mysql,aicte_institutes,institutes,98,1.0,2026-08-17 10:10:55.164917+00:00
20366,INST_0099,institution,mysql,aicte_institutes,institutes,99,1.0,2026-08-17 10:10:55.164917+00:00
20367,INST_0100,institution,mysql,aicte_institutes,institutes,100,1.0,2026-08-17 10:10:55.164917+00:00
20368,INST_0101,institution,mysql,aicte_institutes,institutes,101,1.0,2026-08-17 10:10:55.164917+00:00
20369,INST_0102,institution,mysql,aicte_institutes,institutes,102,1.0,2026-08-17 10:10:55.164917+00:00
20370,INST_0103,institution,mysql,aicte_institutes,institutes,103,1.0,2026-08-17 10:10:55.164917+00:00
20371,INST_0104,institution,mysql,aicte_institutes,institutes,104,1.0,2026-08-17 10:10:55.164917+00:00
20372,INST_0105,institution,mysql,aicte_institutes,institutes,105,1.0,2026-08-17 10:10:55.164917+00:00
20373,INST_0106,institution,mysql,aicte_institutes,institutes,106,1.0,2026-08-17 10:10:55.164917+00:00
20374,INST_0107,institution,mysql,aicte_institutes,institutes,107,1.0,2026-08-17 10:10:55.164917+00:00
20375,INST_0108,institution,mysql,aicte_institutes,institutes,108,1.0,2026-08-17 10:10:55.164917+00:00
20376,INST_0109,institution,mysql,aicte_institutes,institutes,109,1.0,2026-08-17 10:10:55.164917+00:00
20377,INST_0110,institution,mysql,aicte_institutes,institutes,110,1.0,2026-08-17 10:10:55.164917+00:00
20378,INST_0111,institution,mysql,aicte_institutes,institutes,111,1.0,2026-08-17 10:10:55.164917+00:00
20379,INST_0112,institution,mysql,aicte_institutes,institutes,112,1.0,2026-08-17 10:10:55.164917+00:00
20380,INST_0113,institution,mysql,aicte_institutes,institutes,113,1.0,2026-08-17 10:10:55.164917+00:00
20381,INST_0114,institution,mysql,aicte_institutes,institutes,114,1.0,2026-08-17 10:10:55.164917+00:00
20382,INST_0115,institution,mysql,aicte_institutes,institutes,115,1.0,2026-08-17 10:10:55.164917+00:00
20383,INST_0116,institution,mysql,aicte_institutes,institutes,116,1.0,2026-08-17 10:10:55.164917+00:00
20384,INST_0117,institution,mysql,aicte_institutes,institutes,117,1.0,2026-08-17 10:10:55.164917+00:00
20385,INST_0118,institution,mysql,aicte_institutes,institutes,119,1.0,2026-08-17 10:10:55.164917+00:00
20386,INST_0119,institution,mysql,aicte_institutes,institutes,120,1.0,2026-08-17 10:10:55.164917+00:00
20387,INST_0120,institution,mysql,aicte_institutes,institutes,121,1.0,2026-08-17 10:10:55.164917+00:00
20388,INST_0121,institution,mysql,aicte_institutes,institutes,122,1.0,2026-08-17 10:10:55.164917+00:00
20389,INST_0122,institution,mysql,aicte_institutes,institutes,123,1.0,2026-08-17 10:10:55.164917+00:00
20390,INST_0123,institution,mysql,aicte_institutes,institutes,124,1.0,2026-08-17 10:10:55.164917+00:00
20391,INST_0124,institution,mysql,aicte_institutes,institutes,125,1.0,2026-08-17 10:10:55.164917+00:00
20392,INST_0125,institution,mysql,aicte_institutes,institutes,126,1.0,2026-08-17 10:10:55.164917+00:00
20393,INST_0126,institution,mysql,aicte_institutes,institutes,127,1.0,2026-08-17 10:10:55.164917+00:00
20394,INST_0127,institution,mysql,aicte_institutes,institutes,128,1.0,2026-08-17 10:10:55.164917+00:00
20395,INST_0128,institution,mysql,aicte_institutes,institutes,130,1.0,2026-08-17 10:10:55.164917+00:00
20396,INST_0129,institution,mysql,aicte_institutes,institutes,131,1.0,2026-08-17 10:10:55.164917+00:00
20397,INST_0130,institution,mysql,aicte_institutes,institutes,132,1.0,2026-08-17 10:10:55.164917+00:00
20398,INST_0131,institution,mysql,aicte_institutes,institutes,133,1.0,2026-08-17 10:10:55.164917+00:00
20399,INST_0132,institution,mysql,aicte_institutes,institutes,134,1.0,2026-08-17 10:10:55.164917+00:00
20400,INST_0133,institution,mysql,aicte_institutes,institutes,135,1.0,2026-08-17 10:10:55.164917+00:00
20401,INST_0134,institution,mysql,aicte_institutes,institutes,136,1.0,2026-08-17 10:10:55.164917+00:00
20402,INST_0135,institution,mysql,aicte_institutes,institutes,137,1.0,2026-08-17 10:10:55.164917+00:00
20403,INST_0136,institution,mysql,aicte_institutes,institutes,138,1.0,2026-08-17 10:10:55.164917+00:00
20404,INST_0137,institution,mysql,aicte_institutes,institutes,139,1.0,2026-08-17 10:10:55.164917+00:00
20405,INST_0138,institution,mysql,aicte_institutes,institutes,140,1.0,2026-08-17 10:10:55.164917+00:00
20406,INST_0139,institution,mysql,aicte_institutes,institutes,141,1.0,2026-08-17 10:10:55.164917+00:00
20407,INST_0140,institution,mysql,aicte_institutes,institutes,142,1.0,2026-08-17 10:10:55.164917+00:00
20408,INST_0141,institution,mysql,aicte_institutes,institutes,143,1.0,2026-08-17 10:10:55.164917+00:00
20409,INST_0142,institution,mysql,aicte_institutes,institutes,144,1.0,2026-08-17 10:10:55.164917+00:00
20410,INST_0143,institution,mysql,aicte_institutes,institutes,146,1.0,2026-08-17 10:10:55.164917+00:00
20411,INST_0144,institution,mysql,aicte_institutes,institutes,147,1.0,2026-08-17 10:10:55.164917+00:00
20412,INST_0145,institution,mysql,aicte_institutes,institutes,148,1.0,2026-08-17 10:10:55.164917+00:00
20413,INST_0146,institution,mysql,aicte_institutes,institutes,149,1.0,2026-08-17 10:10:55.164917+00:00
20414,INST_0147,institution,mysql,aicte_institutes,institutes,150,1.0,2026-08-17 10:10:55.164917+00:00
20415,INST_0148,institution,mysql,aicte_institutes,institutes,151,1.0,2026-08-17 10:10:55.164917+00:00
20416,INST_0149,institution,mysql,aicte_institutes,institutes,152,1.0,2026-08-17 10:10:55.164917+00:00
20417,INST_0150,institution,mysql,aicte_institutes,institutes,153,1.0,2026-08-17 10:10:55.164917+00:00
20418,INST_0151,institution,mysql,aicte_institutes,institutes,154,1.0,2026-08-17 10:10:55.164917+00:00
20419,INST_0152,institution,mysql,aicte_institutes,institutes,155,1.0,2026-08-17 10:10:55.164917+00:00
20420,INST_0153,institution,mysql,aicte_institutes,institutes,156,1.0,2026-08-17 10:10:55.164917+00:00
20421,INST_0154,institution,mysql,aicte_institutes,institutes,157,1.0,2026-08-17 10:10:55.164917+00:00
20422,INST_0155,institution,mysql,aicte_institutes,institutes,158,1.0,2026-08-17 10:10:55.164917+00:00
20423,INST_0156,institution,mysql,aicte_institutes,institutes,159,1.0,2026-08-17 10:10:55.164917+00:00
20424,INST_0157,institution,mysql,aicte_institutes,institutes,161,1.0,2026-08-17 10:10:55.164917+00:00
20425,INST_0158,institution,mysql,aicte_institutes,institutes,162,1.0,2026-08-17 10:10:55.164917+00:00
20426,INST_0159,institution,mysql,aicte_institutes,institutes,163,1.0,2026-08-17 10:10:55.164917+00:00
20427,INST_0160,institution,mysql,aicte_institutes,institutes,164,1.0,2026-08-17 10:10:55.164917+00:00
20428,INST_0161,institution,mysql,aicte_institutes,institutes,166,1.0,2026-08-17 10:10:55.164917+00:00
20429,INST_0162,institution,mysql,aicte_institutes,institutes,167,1.0,2026-08-17 10:10:55.164917+00:00
20430,INST_0163,institution,mysql,aicte_institutes,institutes,168,1.0,2026-08-17 10:10:55.164917+00:00
20431,INST_0164,institution,mysql,aicte_institutes,institutes,169,1.0,2026-08-17 10:10:55.164917+00:00
20432,INST_0165,institution,mysql,aicte_institutes,institutes,170,1.0,2026-08-17 10:10:55.164917+00:00
20433,INST_0166,institution,mysql,aicte_institutes,institutes,171,1.0,2026-08-17 10:10:55.164917+00:00
20434,INST_0167,institution,mysql,aicte_institutes,institutes,172,1.0,2026-08-17 10:10:55.164917+00:00
20435,INST_0168,institution,mysql,aicte_institutes,institutes,173,1.0,2026-08-17 10:10:55.164917+00:00
20436,INST_0169,institution,mysql,aicte_institutes,institutes,174,1.0,2026-08-17 10:10:55.164917+00:00
20437,INST_0170,institution,mysql,aicte_institutes,institutes,175,1.0,2026-08-17 10:10:55.164917+00:00
20438,INST_0171,institution,mysql,aicte_institutes,institutes,176,1.0,2026-08-17 10:10:55.164917+00:00
20439,INST_0172,institution,mysql,aicte_institutes,institutes,177,1.0,2026-08-17 10:10:55.164917+00:00
20440,INST_0173,institution,mysql,aicte_institutes,institutes,178,1.0,2026-08-17 10:10:55.164917+00:00
20441,INST_0174,institution,mysql,aicte_institutes,institutes,179,1.0,2026-08-17 10:10:55.164917+00:00
20442,INST_0175,institution,mysql,aicte_institutes,institutes,181,1.0,2026-08-17 10:10:55.164917+00:00
20443,INST_0176,institution,mysql,aicte_institutes,institutes,182,1.0,2026-08-17 10:10:55.164917+00:00
20444,INST_0177,institution,mysql,aicte_institutes,institutes,183,1.0,2026-08-17 10:10:55.164917+00:00
20445,INST_0178,institution,mysql,aicte_institutes,institutes,185,1.0,2026-08-17 10:10:55.164917+00:00
20446,INST_0179,institution,mysql,aicte_institutes,institutes,186,1.0,2026-08-17 10:10:55.164917+00:00
20447,INST_0180,institution,mysql,aicte_institutes,institutes,188,1.0,2026-08-17 10:10:55.164917+00:00
20448,INST_0181,institution,mysql,aicte_institutes,institutes,189,1.0,2026-08-17 10:10:55.164917+00:00
20449,INST_0182,institution,mysql,aicte_institutes,institutes,190,1.0,2026-08-17 10:10:55.164917+00:00
20450,INST_0183,institution,mysql,aicte_institutes,institutes,191,1.0,2026-08-17 10:10:55.164917+00:00
20451,INST_0184,institution,mysql,aicte_institutes,institutes,192,1.0,2026-08-17 10:10:55.164917+00:00
20452,INST_0185,institution,mysql,aicte_institutes,institutes,193,1.0,2026-08-17 10:10:55.164917+00:00
20453,INST_0186,institution,mysql,aicte_institutes,institutes,194,1.0,2026-08-17 10:10:55.164917+00:00
20454,INST_0187,institution,mysql,aicte_institutes,institutes,195,1.0,2026-08-17 10:10:55.164917+00:00
20455,INST_0188,institution,mysql,aicte_institutes,institutes,196,1.0,2026-08-17 10:10:55.164917+00:00
20456,INST_0189,institution,mysql,aicte_institutes,institutes,198,1.0,2026-08-17 10:10:55.164917+00:00
20457,INST_0190,institution,mysql,aicte_institutes,institutes,200,1.0,2026-08-17 10:10:55.164917+00:00
20458,INST_0191,institution,mysql,aicte_institutes,institutes,201,1.0,2026-08-17 10:10:55.164917+00:00
20459,INST_0192,institution,mysql,aicte_institutes,institutes,202,1.0,2026-08-17 10:10:55.164917+00:00
20460,INST_0193,institution,mysql,aicte_institutes,institutes,203,1.0,2026-08-17 10:10:55.164917+00:00
20461,INST_0194,institution,mysql,aicte_institutes,institutes,204,1.0,2026-08-17 10:10:55.164917+00:00
20462,INST_0195,institution,mysql,aicte_institutes,institutes,205,1.0,2026-08-17 10:10:55.164917+00:00
20463,INST_0196,institution,mysql,aicte_institutes,institutes,207,1.0,2026-08-17 10:10:55.164917+00:00
20464,INST_0197,institution,mysql,aicte_institutes,institutes,208,1.0,2026-08-17 10:10:55.164917+00:00
20465,INST_0198,institution,mysql,aicte_institutes,institutes,209,1.0,2026-08-17 10:10:55.164917+00:00
20466,INST_0199,institution,mysql,aicte_institutes,institutes,210,1.0,2026-08-17 10:10:55.164917+00:00
20467,INST_0200,institution,mysql,aicte_institutes,institutes,211,1.0,2026-08-17 10:10:55.164917+00:00
20468,INST_0201,institution,mysql,aicte_institutes,institutes,212,1.0,2026-08-17 10:10:55.164917+00:00
20469,INST_0202,institution,mysql,aicte_institutes,institutes,213,1.0,2026-08-17 10:10:55.164917+00:00
20470,INST_0203,institution,mysql,aicte_institutes,institutes,214,1.0,2026-08-17 10:10:55.164917+00:00
20471,INST_0204,institution,mysql,aicte_institutes,institutes,215,1.0,2026-08-17 10:10:55.164917+00:00
20472,INST_0205,institution,mysql,aicte_institutes,institutes,216,1.0,2026-08-17 10:10:55.164917+00:00
20473,INST_0206,institution,mysql,aicte_institutes,institutes,217,1.0,2026-08-17 10:10:55.164917+00:00
20474,INST_0207,institution,mysql,aicte_institutes,institutes,218,1.0,2026-08-17 10:10:55.164917+00:00
20475,INST_0208,institution,mysql,aicte_institutes,institutes,219,1.0,2026-08-17 10:10:55.164917+00:00
20476,INST_0209,institution,mysql,aicte_institutes,institutes,220,1.0,2026-08-17 10:10:55.164917+00:00
20477,INST_0210,institution,mysql,aicte_institutes,institutes,221,1.0,2026-08-17 10:10:55.164917+00:00
20478,INST_0211,institution,mysql,aicte_institutes,institutes,223,1.0,2026-08-17 10:10:55.164917+00:00
20479,INST_0212,institution,mysql,aicte_institutes,institutes,224,1.0,2026-08-17 10:10:55.164917+00:00
20480,INST_0213,institution,mysql,aicte_institutes,institutes,225,1.0,2026-08-17 10:10:55.164917+00:00
20481,INST_0214,institution,mysql,aicte_institutes,institutes,226,1.0,2026-08-17 10:10:55.164917+00:00
20482,INST_0215,institution,mysql,aicte_institutes,institutes,227,1.0,2026-08-17 10:10:55.164917+00:00
20483,INST_0216,institution,mysql,aicte_institutes,institutes,228,1.0,2026-08-17 10:10:55.164917+00:00
20484,INST_0217,institution,mysql,aicte_institutes,institutes,229,1.0,2026-08-17 10:10:55.164917+00:00
20485,INST_0218,institution,mysql,aicte_institutes,institutes,230,1.0,2026-08-17 10:10:55.164917+00:00
20486,INST_0219,institution,mysql,aicte_institutes,institutes,231,1.0,2026-08-17 10:10:55.164917+00:00
20487,INST_0220,institution,mysql,aicte_institutes,institutes,233,1.0,2026-08-17 10:10:55.164917+00:00
20488,INST_0221,institution,mysql,aicte_institutes,institutes,234,1.0,2026-08-17 10:10:55.164917+00:00
20489,INST_0222,institution,mysql,aicte_institutes,institutes,235,1.0,2026-08-17 10:10:55.164917+00:00
20490,INST_0223,institution,mysql,aicte_institutes,institutes,236,1.0,2026-08-17 10:10:55.164917+00:00
20491,INST_0224,institution,mysql,aicte_institutes,institutes,237,1.0,2026-08-17 10:10:55.164917+00:00
20492,INST_0225,institution,mysql,aicte_institutes,institutes,238,1.0,2026-08-17 10:10:55.164917+00:00
20493,INST_0226,institution,mysql,aicte_institutes,institutes,239,1.0,2026-08-17 10:10:55.164917+00:00
20494,INST_0227,institution,mysql,aicte_institutes,institutes,241,1.0,2026-08-17 10:10:55.164917+00:00
20495,INST_0228,institution,mysql,aicte_institutes,institutes,242,1.0,2026-08-17 10:10:55.164917+00:00
20496,INST_0229,institution,mysql,aicte_institutes,institutes,243,1.0,2026-08-17 10:10:55.164917+00:00
20497,INST_0230,institution,mysql,aicte_institutes,institutes,244,1.0,2026-08-17 10:10:55.164917+00:00
20498,INST_0231,institution,mysql,aicte_institutes,institutes,245,1.0,2026-08-17 10:10:55.164917+00:00
20499,INST_0232,institution,mysql,aicte_institutes,institutes,246,1.0,2026-08-17 10:10:55.164917+00:00
20500,INST_0233,institution,mysql,aicte_institutes,institutes,247,1.0,2026-08-17 10:10:55.164917+00:00
20501,INST_0234,institution,mysql,aicte_institutes,institutes,248,1.0,2026-08-17 10:10:55.164917+00:00
20502,INST_0235,institution,mysql,aicte_institutes,institutes,249,1.0,2026-08-17 10:10:55.164917+00:00
20503,INST_0236,institution,mysql,aicte_institutes,institutes,250,1.0,2026-08-17 10:10:55.164917+00:00
20504,INST_0237,institution,mysql,aicte_institutes,institutes,251,1.0,2026-08-17 10:10:55.164917+00:00
20505,INST_0238,institution,mysql,aicte_institutes,institutes,252,1.0,2026-08-17 10:10:55.164917+00:00
20506,INST_0239,institution,mysql,aicte_institutes,institutes,253,1.0,2026-08-17 10:10:55.164917+00:00
20507,INST_0240,institution,mysql,aicte_institutes,institutes,255,1.0,2026-08-17 10:10:55.164917+00:00
20508,INST_0241,institution,mysql,aicte_institutes,institutes,256,1.0,2026-08-17 10:10:55.164917+00:00
20509,INST_0242,institution,mysql,aicte_institutes,institutes,257,1.0,2026-08-17 10:10:55.164917+00:00
20510,INST_0243,institution,mysql,aicte_institutes,institutes,259,1.0,2026-08-17 10:10:55.164917+00:00
20511,INST_0244,institution,mysql,aicte_institutes,institutes,260,1.0,2026-08-17 10:10:55.164917+00:00
20512,INST_0245,institution,mysql,aicte_institutes,institutes,261,1.0,2026-08-17 10:10:55.164917+00:00
20513,INST_0246,institution,mysql,aicte_institutes,institutes,262,1.0,2026-08-17 10:10:55.164917+00:00
20514,INST_0247,institution,mysql,aicte_institutes,institutes,263,1.0,2026-08-17 10:10:55.164917+00:00
20515,INST_0248,institution,mysql,aicte_institutes,institutes,264,1.0,2026-08-17 10:10:55.164917+00:00
20516,INST_0249,institution,mysql,aicte_institutes,institutes,265,1.0,2026-08-17 10:10:55.164917+00:00
20517,INST_0250,institution,mysql,aicte_institutes,institutes,266,1.0,2026-08-17 10:10:55.164917+00:00
20518,INST_0251,institution,mysql,aicte_institutes,institutes,267,1.0,2026-08-17 10:10:55.164917+00:00
20519,INST_0252,institution,mysql,aicte_institutes,institutes,268,1.0,2026-08-17 10:10:55.164917+00:00
20520,INST_0253,institution,mysql,aicte_institutes,institutes,269,1.0,2026-08-17 10:10:55.164917+00:00
20521,INST_0254,institution,mysql,aicte_institutes,institutes,270,1.0,2026-08-17 10:10:55.164917+00:00
20522,INST_0255,institution,mysql,aicte_institutes,institutes,272,1.0,2026-08-17 10:10:55.164917+00:00
20523,INST_0256,institution,mysql,aicte_institutes,institutes,273,1.0,2026-08-17 10:10:55.164917+00:00
20524,INST_0257,institution,mysql,aicte_institutes,institutes,274,1.0,2026-08-17 10:10:55.164917+00:00
